Settlement Point,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
HB_BUSAVG,19.209301075268815,15.288247126436783,16.755625841184386,18.289347222222222,18.159583333333334,23.909819444444445,27.18747311827957,30.567137096774193,26.861749999999997,25.20483870967742,19.235575589459085,25.3183064516129
HB_HOUSTON,19.565725806451614,15.464540229885056,17.124952893674294,18.940958333333334,19.174086021505378,26.255736111111112,29.538924731182796,32.97254032258064,28.742416666666667,28.2495564516129,20.35511789181692,25.727661290322583
HB_HUBAVG,19.25869623655914,15.269252873563218,16.654347240915207,18.16686111111111,18.247002688172042,24.297847222222224,27.459206989247313,30.948534946236556,27.188138888888886,25.769059139784947,19.479653259361996,25.362594086021506
HB_NORTH,19.133306451612903,15.292658045977012,16.859367429340512,18.350666666666665,17.905631720430108,23.158055555555556,26.800793010752688,29.828387096774193,26.249180555555554,24.005255376344085,18.65633841886269,25.14904569892473
HB_SOUTH,19.21005376344086,15.333591954022989,16.763109017496635,18.51290277777778,18.57045698924731,24.645375,26.960255376344087,31.207970430107526,27.405569444444442,26.689663978494625,20.138294036061026,25.708991935483873
HB_WEST,19.126559139784945,14.988663793103449,15.871668909825033,16.862750000000002,17.337674731182794,23.141930555555554,26.54356182795699,29.78673387096774,26.35425,24.11393817204301,18.769722607489598,24.86266129032258
LZ_AEN,19.324663978494623,15.448290229885059,16.85507402422611,18.256069444444446,18.124905913978495,24.237513888888888,27.976102150537635,30.699516129032258,26.71086111111111,25.62290322580645,19.630277392510404,25.870174731182797
LZ_CPS,19.353844086021507,15.520014367816092,16.898183041722746,19.06936111111111,18.47986559139785,24.958069444444448,27.967956989247313,31.306572580645163,28.130249999999997,26.250295698924734,21.701941747572818,26.596424731182797
LZ_HOUSTON,19.56393817204301,15.487988505747126,17.206729475100943,19.128930555555556,19.90399193548387,29.915083333333335,29.911868279569894,33.56354838709677,29.032680555555554,28.54581989247312,20.426768377253815,25.73684139784946
LZ_LCRA,19.317459677419354,15.488548850574714,16.796298788694482,18.392708333333335,18.182782258064517,24.164416666666668,27.592217741935485,31.175577956989247,27.03994444444444,26.068440860215055,19.531983356449373,25.487876344086022
LZ_NORTH,19.187997311827957,15.462212643678162,17.461507402422612,19.08763888888889,18.182889784946237,23.562680555555556,27.41577956989247,30.148575268817204,26.605861111111114,24.53266129032258,18.821733703190013,25.286250000000003
LZ_RAYBN,19.447943548387098,15.400431034482759,17.117240915208615,18.85536111111111,18.320994623655913,23.315944444444444,27.471075268817202,30.149758064516128,26.47026388888889,24.452513440860212,18.866477115117892,25.319556451612904
LZ_SOUTH,19.481720430107526,15.935862068965518,19.52114401076716,20.738,20.691747311827957,27.471652777777777,28.88958333333333,31.823306451612904,28.76201388888889,30.03103494623656,20.622163661581137,26.32684139784946
LZ_WEST,19.519260752688172,15.04448275862069,16.00265141318977,17.153666666666666,17.73752688172043,23.48876388888889,27.178790322580646,30.010564516129033,26.767666666666667,25.182258064516127,19.33366158113731,25.165819892473117
