Settlement Point,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
HB_BUSAVG,24.592567204301073,21.186369047619046,27.565720053835804,22.613180555555555,23.959932795698922,25.085541666666668,29.72962365591398,126.38408602150537,79.615625,28.247056451612906,23.45796116504854,18.71508064516129
HB_HOUSTON,25.426034946236562,21.5078125,27.832032301480485,23.870652777777778,24.794274193548386,26.897680555555556,29.911008064516132,126.62533602150538,80.58765277777778,30.393602150537635,24.01044382801664,18.6725
HB_HUBAVG,24.68340053763441,21.25063988095238,27.189030955585466,22.221166666666665,23.883763440860214,25.171541666666663,29.696236559139784,126.34983870967741,79.45919444444445,28.13176075268817,23.246934812760056,18.623373655913976
HB_NORTH,24.33263440860215,20.864955357142858,28.103714670255723,22.99740277777778,23.978884408602152,25.175819444444446,29.781290322580645,126.52185483870967,79.91958333333334,27.995967741935484,23.618002773925106,18.73198924731183
HB_SOUTH,25.08606182795699,22.12563988095238,27.13555854643338,22.463333333333335,24.05994623655914,23.90436111111111,29.6375,125.93654569892472,78.90047222222222,29.468400537634412,23.70832177531207,18.952513440860216
HB_WEST,23.88154569892473,20.491160714285712,25.669676985195153,19.551875,22.702661290322578,24.708555555555556,29.455470430107525,126.3152822580645,78.42925,24.668131720430107,21.65097087378641,18.136424731182796
LZ_AEN,25.107956989247313,21.513809523809524,27.742180349932703,23.270347222222224,24.676236559139785,24.41679166666667,29.709086021505378,126.52692204301076,80.16959722222222,29.280443548387098,24.397045769764215,19.05170698924731
LZ_CPS,26.798333333333332,24.110119047619047,29.35169582772544,25.363597222222225,26.246075268817208,26.391291666666667,30.66717741935484,127.69620967741935,82.43634722222222,33.553602150537635,25.564049930651873,19.997862903225805
LZ_HOUSTON,25.550080645161287,21.644255952380952,28.080323014804847,24.264583333333334,25.153615591397852,27.226736111111112,30.013064516129035,126.6933870967742,80.77929166666667,30.642379032258066,24.170305131761445,18.919852150537636
LZ_LCRA,24.93630376344086,21.666979166666664,27.649313593539702,23.31476388888889,24.508682795698924,24.519541666666665,29.74791666666667,126.67076612903226,82.46723611111112,29.0158064516129,24.474202496532595,19.456881720430108
LZ_NORTH,24.367836021505376,20.851145833333334,28.594037685060563,23.718430555555557,24.011451612903226,25.20791666666667,29.83494623655914,126.60091397849463,80.77415277777777,28.732943548387098,24.142496532593622,19.006801075268818
LZ_RAYBN,24.411491935483873,21.066279761904763,29.809798115746972,24.998305555555554,24.78815860215054,25.45851388888889,30.029717741935485,126.89788978494623,80.6986388888889,28.554381720430108,24.505963938973647,19.085067204301076
LZ_SOUTH,27.057903225806452,23.728958333333335,30.52948855989233,27.14783333333333,27.210994623655914,27.259597222222222,31.132163978494624,127.1090188172043,81.00911111111111,32.942110215053766,25.792233009708738,19.78688172043011
LZ_WEST,27.46153225806452,22.79895833333333,31.282960969044417,21.699236111111112,28.851989247311828,32.026777777777774,32.07568548387097,128.87646505376344,83.47113888888889,49.38336021505376,49.307045769764215,39.5025940860215
